Team,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
Chicago Bulls,35,24,11,1.8,5.1,1.5,3.1,46.4,0.3,0.6,40.9,1.9,2.5,75.0,0.5,1.2,1.8,0.6,0.3,0.4,0.2,0.9,2.3,105.41
Golden State Warriors,34,16,18,1.4,3.5,1.0,2.3,43.6,0.3,0.8,42.3,1.2,1.5,82.0,0.3,0.9,1.2,0.4,0.3,0.4,0.1,1.3,0.1,111.72
Phoenix Suns,34,16,18,1.9,4.4,1.2,3.1,38.7,0.5,1.3,37.8,1.5,1.8,85.2,0.5,1.0,1.5,0.8,0.5,0.2,0.2,1.4,-0.4,102.49
Detroit Pistons,33,13,20,2.0,4.0,1.2,3.3,37.3,0.2,0.9,26.7,1.3,1.8,72.9,0.5,1.1,1.7,0.6,0.3,0.2,0.3,1.6,-0.7,102.98
Orlando Magic,33,15,18,1.6,3.3,1.1,2.5,42.2,0.3,0.9,33.3,0.9,1.3,65.9,0.6,0.8,1.4,0.3,0.5,0.2,0.2,1.5,-0.9,102.77
New York Knicks,32,17,15,1.7,4.1,1.2,3.0,39.2,0.3,0.9,39.3,1.4,1.6,86.3,0.4,1.2,1.6,0.6,0.5,0.2,0.2,1.2,-0.3,108.02
Cleveland Cavaliers,31,14,17,1.5,3.6,1.2,2.5,45.6,0.3,0.8,40.0,1.0,1.2,78.9,0.3,0.8,1.1,0.6,0.4,0.2,0.1,0.9,0.1,104.44
Minnesota Timberwolves,31,5,26,1.7,3.5,1.3,3.1,42.1,0.2,0.8,26.9,0.6,0.8,76.9,0.5,0.6,1.1,0.5,0.5,0.3,0.2,1.3,-1.6,106.41
Los Angeles Lakers,30,16,14,1.3,2.9,1.0,2.4,39.7,0.3,0.7,38.1,0.7,1.0,71.0,0.3,0.7,1.0,0.4,0.3,0.3,0.1,0.7,-0.1,101.76
Toronto Raptors,30,11,19,1.8,3.9,1.2,2.9,43.0,0.3,0.9,32.1,1.1,1.5,77.3,0.5,0.8,1.3,0.7,0.3,0.2,0.1,1.1,-0.4,97.69
Denver Nuggets,28,15,13,1.5,4.0,1.2,2.4,48.5,0.3,0.7,36.8,1.4,2.0,71.4,0.4,1.1,1.5,0.6,0.5,0.2,0.1,1.2,0.9,114.34
Los Angeles Clippers,28,14,14,1.7,4.5,1.3,2.8,44.3,0.3,0.8,30.4,1.8,2.2,80.3,0.4,0.9,1.3,0.7,0.4,0.4,0.1,1.3,0.8,109.79
Miami Heat,28,13,15,1.7,3.7,0.8,2.5,32.4,0.1,0.9,16.7,1.9,2.4,81.8,0.5,1.0,1.5,0.3,0.5,0.3,0.1,1.4,-1.0,112.39
Washington Wizards,28,13,15,1.5,3.2,1.0,2.6,37.8,0.1,0.3,28.6,1.1,1.6,68.9,0.5,0.7,1.2,0.3,0.5,0.3,0.1,1.3,-0.5,112.74
San Antonio Spurs,27,17,10,2.1,4.1,1.0,3.0,35.0,0.3,0.9,32.0,1.7,1.9,90.2,0.5,1.8,2.3,0.5,0.6,0.2,0.2,1.1,0.3,97.82
Indiana Pacers,26,12,14,2.2,4.1,1.3,3.5,38.0,0.2,0.8,22.7,1.2,1.4,88.9,0.5,1.3,1.8,0.6,0.6,0.2,0.1,1.2,-0.5,98.87
Atlanta Hawks,25,15,10,1.6,3.8,1.2,2.6,45.3,0.1,0.6,18.8,1.4,1.8,75.6,0.4,0.9,1.2,0.8,0.3,0.4,0.2,1.1,0.2,106.14
