Team,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
Boston Celtics,32,15,17,1.6,4.2,1.3,2.7,48.8,0.2,0.8,25.9,1.4,1.8,75.9,0.3,1.1,1.4,0.8,0.3,0.4,0.2,1.4,-0.7,122.65
New Orleans Pelicans,32,15,17,2.2,5.0,1.5,3.4,43.1,0.4,1.3,27.9,1.7,1.9,87.1,0.2,1.3,1.5,0.8,0.6,0.3,0.1,1.3,-0.2,103.68
Sacramento Kings,32,13,19,1.6,3.4,1.0,2.3,41.3,0.1,0.5,13.3,1.4,1.9,75.0,0.3,1.1,1.3,0.5,0.6,0.3,0.2,1.2,-0.5,116.82
Miami Heat,31,20,11,2.0,4.9,1.7,3.6,46.8,0.3,0.8,40.0,1.2,1.7,73.1,0.4,1.5,1.8,0.8,0.4,0.3,0.2,1.0,1.4,103.87
Atlanta Hawks,30,13,17,1.9,4.1,1.2,3.4,34.7,0.4,1.1,33.3,1.4,1.7,80.4,0.5,1.5,2.0,0.8,0.3,0.2,0.4,1.1,0.5,104.03
Brooklyn Nets,30,12,18,1.9,4.1,1.1,2.6,44.2,0.2,0.5,40.0,1.6,2.0,81.4,0.2,1.2,1.5,0.7,0.8,0.3,0.2,1.3,-1.0,105.61
Milwaukee Bucks,29,17,12,1.8,4.2,1.4,2.7,53.2,0.2,0.6,29.4,1.2,1.9,65.5,0.3,1.2,1.5,0.8,0.6,0.4,0.3,1.2,0.4,103.53
Charlotte Hornets,28,17,11,1.9,4.6,1.4,3.3,42.4,0.3,1.3,24.3,1.5,1.9,78.8,0.5,1.4,1.9,0.5,0.5,0.2,0.3,0.9,0.1,106.36
Washington Wizards,28,14,14,1.7,4.5,1.2,3.1,37.9,0.3,1.1,28.1,1.8,2.4,77.3,0.4,1.2,1.6,0.6,0.5,0.4,0.1,1.3,-0.3,123.33
Cleveland Cavaliers,27,16,11,1.8,4.6,1.3,3.1,43.4,0.2,1.1,20.7,1.7,2.1,81.0,0.5,1.4,1.9,0.5,0.4,0.3,0.1,0.9,1.6,104.04
Detroit Pistons,27,18,9,2.1,5.8,1.5,3.6,42.3,0.5,1.2,40.6,2.3,3.1,74.7,0.5,1.4,1.9,0.5,0.5,0.3,0.1,1.5,1.7,109.47
Golden State Warriors,27,23,4,1.8,4.7,1.3,3.0,43.8,0.5,1.6,33.3,1.6,1.9,84.3,0.6,1.3,1.9,0.7,0.6,0.1,0.2,1.0,1.3,108.39
Portland Trail Blazers,26,12,14,1.6,4.8,1.3,3.2,41.7,0.4,1.2,32.3,1.7,2.0,84.6,0.5,1.0,1.5,0.7,0.3,0.2,0.3,1.1,0.4,120.51
Los Angeles Lakers,24,11,13,1.8,4.1,1.3,3.1,42.7,0.3,0.9,31.8,1.1,1.5,77.1,0.4,1.0,1.4,0.2,0.4,0.2,0.1,1.5,-0.5,106.64
Phoenix Suns,24,7,17,2.0,3.8,1.2,3.7,32.6,0.3,1.0,24.0,1.2,1.7,70.0,0.9,1.3,2.3,0.4,0.6,0.3,0.2,1.9,-1.9,110.15
Philadelphia 76ers,22,2,20,2.0,3.0,1.0,2.8,37.1,0.2,0.7,26.7,0.7,1.5,47.1,0.1,1.1,1.3,0.5,0.6,0.3,0.2,1.9,-3.4,104.91
San Antonio Spurs,18,11,7,2.2,5.3,1.9,4.2,45.3,0.4,1.1,35.0,1.2,1.4,84.0,0.6,1.6,2.2,1.2,0.4,0.2,0.4,0.9,1.6,99.8
