Team,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-,Pace
Denver Nuggets,31,15,16,2.2,4.3,1.2,3.4,36.5,0.5,1.4,33.3,1.4,2.0,69.8,0.6,1.4,2.0,0.7,0.7,0.3,0.6,1.4,-0.3,105.33
Houston Rockets,31,11,20,1.8,3.4,0.9,2.6,35.4,0.1,0.7,17.4,1.4,1.9,71.7,0.5,1.1,1.6,0.4,0.4,0.1,0.2,1.8,-1.2,103.32
Utah Jazz,31,17,14,1.8,4.2,1.3,2.8,46.0,0.2,0.4,41.7,1.4,1.7,83.0,0.4,1.1,1.5,0.8,0.4,0.2,0.2,1.2,-0.1,103.73
Chicago Bulls,30,10,20,1.8,2.7,0.8,2.7,30.0,0.1,0.6,16.7,1.0,1.7,58.8,0.7,1.3,1.9,0.5,0.9,0.3,0.2,1.2,-0.9,101.79
Orlando Magic,30,12,18,2.0,3.4,1.1,3.5,30.8,0.2,0.7,27.3,1.1,1.6,66.7,0.6,1.1,1.7,0.6,0.8,0.4,0.3,1.1,-1.0,103.14
Phoenix Suns,30,14,16,2.2,4.5,1.3,3.4,36.9,0.3,1.1,26.5,1.6,2.4,69.0,0.4,1.6,2.0,0.9,0.5,0.3,0.3,1.8,-0.2,101.55
Seattle SuperSonics,30,17,13,1.8,4.5,1.4,3.1,44.1,0.6,1.3,44.7,1.2,1.7,74.0,0.4,0.8,1.2,0.9,0.2,0.4,0.0,0.8,0.8,106.05
Atlanta Hawks,29,10,19,1.9,2.8,0.7,2.7,26.6,0.0,0.4,0.0,1.4,1.7,80.0,0.7,1.3,1.9,0.2,0.9,0.1,0.3,1.3,-1.2,98.89
Indiana Pacers,27,19,8,1.8,4.1,0.9,2.6,35.2,0.2,0.7,25.0,2.1,2.6,78.9,0.4,1.4,1.8,0.5,0.5,0.1,0.2,0.9,0.7,100.7
Los Angeles Lakers,27,20,7,1.8,4.1,1.1,2.9,39.0,0.2,0.7,27.8,1.7,2.1,77.6,0.6,1.4,2.0,0.7,0.4,0.2,0.3,0.9,1.3,102.29
Miami Heat,27,19,8,2.1,5.0,1.6,3.4,48.4,0.5,0.9,54.2,1.3,1.9,68.6,0.4,1.4,1.8,1.3,0.4,0.4,0.4,1.4,1.3,100.56
Sacramento Kings,25,13,12,1.7,3.4,1.0,2.7,35.3,0.1,0.9,13.6,1.4,1.9,74.5,0.4,1.1,1.5,0.4,0.6,0.3,0.0,1.4,-0.5,114.0
Los Angeles Clippers,24,9,15,1.6,3.4,1.0,2.2,44.2,0.2,0.5,38.5,1.3,1.6,79.5,0.1,1.0,1.0,0.6,0.5,0.3,0.2,1.3,-0.4,106.41
Golden State Warriors,18,7,11,1.7,2.9,0.6,2.1,28.9,0.2,0.8,20.0,1.6,2.1,75.7,0.4,1.1,1.5,0.3,0.8,0.3,0.1,1.2,-1.4,112.43
