Team,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
San Antonio Spurs,32,19,13,1.9,4.1,1.3,3.2,41.7,0.3,0.8,36.0,1.2,1.5,77.1,0.4,1.0,1.4,0.6,0.5,0.3,0.1,0.8,-0.3
Boston Celtics,31,16,15,1.7,5.2,1.6,3.0,53.3,0.5,1.2,42.1,1.5,1.7,88.5,0.4,1.1,1.5,0.6,0.4,0.2,0.2,0.9,0.5
Brooklyn Nets,31,18,13,1.8,4.8,1.5,3.5,41.7,0.7,1.5,43.8,1.2,1.6,72.5,0.6,1.0,1.6,0.8,0.5,0.2,0.1,1.0,0.1
Dallas Mavericks,31,13,18,2.2,4.8,1.5,3.9,37.7,0.3,1.4,23.3,1.5,2.3,68.6,0.6,1.6,2.2,0.5,0.4,0.2,0.2,1.1,-0.7
Milwaukee Bucks,31,17,14,1.5,4.1,1.3,2.5,53.9,0.5,1.1,51.5,0.9,1.2,75.0,0.2,1.0,1.3,0.8,0.5,0.4,0.2,1.0,0.3
Toronto Raptors,31,17,14,2.1,4.8,1.7,3.8,44.5,0.4,1.3,30.0,1.0,1.2,86.1,0.4,1.2,1.6,0.8,0.5,0.3,0.3,1.1,-0.1
Charlotte Hornets,30,13,17,2.0,5.0,1.5,3.9,37.9,0.5,1.9,27.6,1.5,1.9,80.7,0.7,1.4,2.1,0.7,0.4,0.1,0.3,1.1,-0.3
LA Clippers,30,20,10,1.5,3.9,1.2,2.6,45.6,0.3,0.8,41.7,1.2,1.6,72.9,0.3,1.2,1.5,0.5,0.4,0.1,0.1,0.8,0.9
Washington Wizards,30,12,18,1.8,4.5,1.5,3.3,45.9,0.5,1.5,34.1,1.0,1.2,88.6,0.4,1.0,1.4,1.0,0.5,0.3,0.4,1.3,0.0
Minnesota Timberwolves,29,12,17,2.1,3.9,1.4,3.8,37.3,0.3,1.2,25.7,0.8,1.2,61.1,0.9,1.2,2.2,0.7,0.7,0.4,0.3,1.4,-1.6
Golden State Warriors,28,16,12,1.7,4.4,1.3,3.1,41.9,0.6,1.4,41.0,1.3,1.7,76.6,0.5,1.6,2.1,0.7,0.5,0.2,0.2,0.9,1.6
Chicago Bulls,27,12,15,2.0,3.6,1.2,3.3,37.1,0.3,1.0,32.1,0.8,1.1,70.0,0.4,1.2,1.6,0.5,0.7,0.1,0.3,1.1,-1.2
New York Knicks,27,9,18,1.6,3.6,0.9,2.2,41.7,0.3,1.0,30.8,1.4,1.8,79.2,0.5,1.1,1.6,0.4,0.4,0.1,0.2,0.9,-1.1
Phoenix Suns,27,10,17,1.8,4.2,1.5,3.2,46.5,0.3,1.0,32.1,0.9,1.1,82.8,0.4,1.1,1.5,0.7,0.4,0.3,0.4,1.2,-1.1
Portland Trail Blazers,27,15,12,1.7,5.1,1.6,3.6,44.8,0.6,1.3,44.1,1.3,1.9,72.0,0.5,1.1,1.6,0.8,0.2,0.3,0.2,1.0,0.5
Atlanta Hawks,26,16,10,2.1,5.1,1.8,3.8,47.0,0.3,1.3,23.5,1.2,1.6,73.8,0.5,1.6,2.0,0.9,0.5,0.5,0.3,1.2,1.0
Indiana Pacers,26,15,11,1.6,4.4,1.4,2.8,50.0,0.5,1.1,46.4,1.0,1.3,79.4,0.4,0.9,1.3,0.7,0.5,0.3,0.2,0.7,1.0
Cleveland Cavaliers,21,11,10,1.6,4.0,1.5,3.3,44.9,0.4,1.0,42.9,0.7,0.9,77.8,0.5,1.5,2.0,0.5,0.3,0.2,0.0,1.0,0.8
Utah Jazz,19,8,11,1.9,4.5,1.4,3.5,39.4,0.3,1.5,20.7,1.4,1.9,73.0,0.8,1.2,2.1,0.5,0.7,0.3,0.2,1.4,0.4
