Team,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Boston Celtics,17,7,10,1.9,3.4,0.9,3.1,30.2,0.2,0.8,30.8,1.3,2.1,61.1,0.9,1.1,1.9,0.2,0.5,0.2,0.2,1.0,-0.4
Dallas Mavericks,17,5,12,1.7,2.9,1.1,2.7,41.3,0.0,0.8,0.0,0.7,1.2,60.0,0.7,1.1,1.8,0.4,0.6,0.4,0.1,1.0,-0.4
Minnesota Timberwolves,17,7,10,1.9,3.9,1.1,2.9,38.0,0.0,0.1,0.0,1.7,1.8,93.5,0.7,1.1,1.8,0.6,0.7,0.2,0.2,1.6,-0.8
Denver Nuggets,16,8,8,1.8,3.5,1.0,2.7,37.2,0.4,0.9,50.0,1.1,1.8,60.7,0.8,0.9,1.7,0.5,0.5,0.1,0.2,1.4,-0.6
New Jersey Nets,16,7,9,1.9,3.5,0.9,3.3,28.3,0.1,0.4,14.3,1.6,2.1,75.8,1.0,1.2,2.2,0.3,0.7,0.1,0.1,1.1,-0.3
Toronto Raptors,16,9,7,2.2,5.1,1.5,3.8,39.3,0.3,0.6,55.6,1.8,2.6,70.7,0.8,1.4,2.2,0.6,0.5,0.4,0.4,1.6,0.6
Utah Jazz,14,8,6,2.2,5.1,1.4,3.5,38.8,0.1,0.5,28.6,2.3,3.0,76.2,0.6,1.8,2.4,1.1,0.4,0.4,0.5,0.9,1.7
Chicago Bulls,13,5,8,2.6,3.4,1.1,3.8,28.0,0.0,1.5,0.0,1.2,1.9,64.0,0.5,1.7,2.2,0.8,0.5,0.6,0.3,1.3,-1.1
Cleveland Cavaliers,11,5,6,1.9,2.7,0.7,2.9,25.0,0.0,0.5,0.0,1.3,1.7,73.7,0.9,0.9,1.8,0.5,0.7,0.4,0.1,1.5,-1.0
Houston Rockets,11,7,4,2.0,3.8,1.1,3.2,34.3,0.4,1.0,36.4,1.3,1.5,82.4,0.7,1.4,2.1,0.8,0.9,0.0,0.5,0.7,0.4
