Team,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Golden State Warriors,33,11,22,2.1,3.5,1.1,3.6,29.7,0.3,0.9,30.0,1.1,1.6,67.3,0.8,1.2,2.0,0.5,0.4,0.2,0.2,1.4,-1.0
Orlando Magic,33,14,19,1.9,3.9,1.1,2.9,37.5,0.2,0.6,33.3,1.5,1.9,79.0,0.5,1.5,1.9,0.5,0.6,0.4,0.3,1.1,0.3
Chicago Bulls,32,13,19,1.9,2.8,0.8,2.7,31.8,0.1,0.5,23.5,0.9,1.5,63.8,0.3,1.5,1.8,0.6,0.6,0.2,0.2,1.1,-0.9
Memphis Grizzlies,32,22,10,1.9,4.4,1.3,3.1,42.9,0.2,0.7,33.3,1.6,2.1,77.3,0.5,1.3,1.8,0.7,0.3,0.3,0.3,1.2,1.0
Minnesota Timberwolves,31,17,14,2.1,4.5,1.3,3.4,37.1,0.3,0.9,32.1,1.7,2.0,85.5,0.5,1.4,1.8,0.6,0.3,0.2,0.3,1.5,-0.1
New York Knicks,31,16,15,2.2,4.8,1.3,3.5,38.0,0.3,0.8,30.8,1.9,2.3,85.7,0.5,1.6,2.1,0.6,0.4,0.3,0.3,1.4,1.2
Philadelphia 76ers,31,16,15,1.8,3.2,1.0,2.8,35.2,0.1,0.5,18.8,1.1,1.5,74.5,0.3,1.4,1.6,0.4,0.5,0.2,0.2,1.2,0.3
Denver Nuggets,30,15,15,1.8,3.9,1.1,3.2,34.7,0.1,0.7,9.5,1.6,1.9,82.8,0.7,1.3,2.0,0.7,0.6,0.3,0.2,1.0,0.2
Los Angeles Clippers,30,13,17,1.7,3.6,1.2,2.9,39.8,0.1,0.5,20.0,1.2,1.7,72.0,0.8,1.4,2.3,0.6,0.6,0.1,0.2,1.2,-0.2
Miami Heat,30,17,13,1.9,3.6,1.1,2.9,36.4,0.3,1.0,31.0,1.1,1.5,75.6,0.4,1.4,1.8,0.6,0.4,0.3,0.2,0.9,0.9
Utah Jazz,30,18,12,1.7,4.0,1.3,2.9,43.2,0.2,0.6,27.8,1.3,1.7,73.1,0.7,1.0,1.7,0.4,0.3,0.2,0.2,0.9,0.9
Seattle SuperSonics,29,13,16,1.9,5.2,1.6,3.2,47.9,0.5,1.3,40.5,1.6,1.9,80.4,0.4,1.3,1.7,0.8,0.5,0.3,0.1,1.4,0.0
Dallas Mavericks,28,15,13,2.0,4.6,1.3,3.8,34.9,0.4,1.3,28.6,1.6,1.9,83.0,0.9,1.3,2.2,0.8,0.6,0.3,0.3,1.3,0.1
New Jersey Nets,28,12,16,1.7,3.6,1.0,2.7,38.2,0.1,0.7,21.1,1.4,1.7,81.3,0.4,1.2,1.6,0.6,0.7,0.5,0.1,1.4,-0.5
Washington Wizards,27,11,16,1.9,3.2,1.0,3.1,31.3,0.2,0.7,27.8,1.1,1.4,76.9,0.6,1.1,1.7,0.3,0.7,0.3,0.2,1.3,-0.9
San Antonio Spurs,26,11,15,2.1,4.1,1.2,2.9,40.8,0.2,0.7,35.3,1.5,2.2,68.4,0.5,1.1,1.5,0.5,0.5,0.2,0.4,1.0,-0.5
