Team,GP,W,L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OReb,DReb,Reb,Ast,TO,Stl,Blk,PF,+/-
Portland Trail Blazers,34,18,16,2.0,3.9,1.2,3.3,35.7,0.1,0.8,19.2,1.4,1.8,79.0,0.6,1.1,1.7,0.6,0.5,0.3,0.1,1.4,-0.2
Memphis Grizzlies,32,15,17,1.9,4.3,1.1,3.1,36.7,0.3,0.7,47.8,1.7,2.1,83.3,0.6,1.3,1.8,0.6,0.5,0.2,0.3,1.4,-0.6
Miami Heat,32,9,23,1.9,2.8,0.8,3.0,25.0,0.1,0.9,14.3,1.2,1.6,76.5,0.6,1.2,1.8,0.2,0.7,0.3,0.1,1.5,-1.8
San Antonio Spurs,32,19,13,1.9,3.7,1.0,2.7,35.6,0.2,0.7,33.3,1.6,1.9,80.6,0.7,1.1,1.8,0.4,0.7,0.1,0.2,0.9,-0.4
Toronto Raptors,32,13,19,2.1,4.2,1.2,3.3,35.8,0.2,0.7,33.3,1.6,2.0,79.7,0.6,1.3,1.9,0.7,0.7,0.3,0.4,1.6,-0.2
Indiana Pacers,31,18,13,2.1,4.5,1.4,3.2,42.0,0.2,0.8,26.9,1.5,2.1,72.3,0.4,1.3,1.7,0.9,0.5,0.3,0.3,1.1,0.2
Atlanta Hawks,29,17,12,2.3,4.1,1.2,3.5,33.7,0.2,0.9,28.0,1.5,1.7,86.0,0.6,1.4,2.0,0.7,0.7,0.3,0.3,1.4,-0.2
Cleveland Cavaliers,29,10,19,2.1,3.2,0.6,2.8,21.0,0.1,0.4,16.7,1.9,2.6,75.7,0.4,1.7,2.1,0.3,0.8,0.4,0.3,1.5,-0.9
Dallas Mavericks,29,17,12,1.9,4.4,1.5,3.7,39.8,0.2,0.9,25.9,1.2,1.5,79.1,0.7,1.0,1.7,0.7,0.4,0.2,0.2,1.1,0.6
Houston Rockets,29,14,15,1.9,4.4,1.2,3.1,40.4,0.4,0.9,40.7,1.6,2.1,75.0,0.7,1.3,2.0,0.5,0.7,0.2,0.2,1.1,0.4
Sacramento Kings,29,19,10,1.8,4.6,1.7,3.2,51.1,0.1,0.6,22.2,1.2,1.8,65.4,0.4,1.1,1.5,0.9,0.6,0.3,0.3,1.4,0.5
Utah Jazz,28,15,13,2.0,4.8,1.3,2.9,44.4,0.1,0.4,27.3,2.1,2.7,76.3,0.5,1.1,1.7,0.9,0.5,0.4,0.3,1.6,0.3
Los Angeles Lakers,26,15,11,1.9,4.5,1.5,3.4,42.7,0.2,1.0,24.0,1.3,2.0,65.4,0.7,1.0,1.7,0.7,0.3,0.4,0.3,1.3,0.3
Minnesota Timberwolves,25,18,7,1.9,4.8,1.4,3.0,47.3,0.2,0.9,26.1,1.8,2.4,73.3,0.6,1.2,1.8,0.8,0.4,0.2,0.1,1.2,1.4
Denver Nuggets,24,7,17,1.7,3.4,1.3,3.0,43.7,0.2,0.5,33.3,0.6,0.7,88.2,0.5,1.0,1.5,1.0,0.7,0.2,0.2,1.8,-1.1
New Jersey Nets,24,7,17,2.1,4.0,1.2,3.2,36.4,0.1,0.8,15.0,1.5,2.2,69.8,0.8,1.4,2.1,0.6,0.8,0.2,0.3,1.5,-1.0
Chicago Bulls,23,11,12,2.0,4.9,1.6,3.5,45.0,0.3,0.7,40.0,1.5,2.1,72.9,0.6,1.2,1.8,0.7,0.5,0.3,0.2,1.0,1.3
